image	bicycle	bird	bottle	car	chair	diningtable	dog	person	pottedplant	sofa	
00012798	-1.955082	-2.403394	-1.660763	-1.613580	-1.074880	-1.538039	1.693487	-0.700002	-1.151745	-0.670888	
00012799	-1.336820	-1.205605	-1.746467	-1.246181	-0.709457	-1.387896	0.923555	-0.427687	-1.453565	-1.320222	
00012800	-1.216916	-0.487841	-2.069921	-1.002163	-1.592811	-1.672814	2.692998	-4.717213	-0.896347	-1.476186	
00012801	-1.415178	-1.241051	-1.081142	-1.424907	-0.657555	-0.630168	-0.610887	1.629016	-0.907361	-1.014072	
00012802	-1.404210	-1.169468	-1.497873	-1.036560	-1.242070	-1.242643	-0.383101	0.912066	-1.177083	-0.813700	
00012803	-1.777782	3.633901	-4.052645	-1.708643	-2.605984	-2.488774	-2.353600	-1.390653	-1.276286	-2.764051	
00012804	-1.681206	-1.688574	0.347408	-0.973499	-0.955956	-1.075354	-1.173148	1.426067	-0.797661	-0.932493	
00012805	-1.546964	-1.672885	-0.658299	-1.484964	-0.473606	-1.174225	-0.912294	0.557209	-1.042604	0.012294	
00012806	-1.073236	-1.988332	-1.784606	-0.164163	-1.016658	-1.601090	-1.342703	-0.020514	-1.135297	-2.143852	
00012807	-1.571955	-1.744600	-0.609566	-1.350993	-1.243764	-0.978432	-1.767394	2.383218	-1.202542	-0.656439	
00012808	-0.666246	-1.363387	-0.882854	0.156530	-1.385265	-1.603299	-1.053704	0.172955	-1.560498	-1.378282	
00012809	-0.819977	-1.327283	-0.376760	-1.080694	-1.322446	-1.245790	-0.880425	0.232674	-0.739068	-1.039422	
00012810	-1.586686	-1.952664	-1.167781	-0.639088	-0.912122	-1.049389	-1.328320	1.073344	-1.218069	-0.776744	
00012811	-1.452160	0.370319	-1.792652	-1.562860	-1.416875	-1.408606	-0.293636	-0.957753	-1.103634	-2.024693	
00012812	-1.488881	-1.608748	-1.574400	-0.426513	-2.850198	-2.086681	-1.114610	0.879829	-0.290103	-1.223905	
00012813	-1.864143	-1.465144	0.027598	-1.643577	-0.282705	0.173512	-1.571377	1.829320	-0.784448	-0.741480	
00012814	-0.962007	-1.000456	-0.662013	-1.848125	-0.281909	-1.193631	-0.038573	-0.686659	-0.855120	-0.870593	
00012815	-1.524497	-2.238126	-2.077352	2.932251	-1.111369	-2.458415	-0.989801	-0.426765	-1.220897	-2.356058	
00012816	-0.944455	0.753158	-0.894914	-2.510743	-0.867248	-1.248789	-0.767124	-1.061193	-0.580710	-1.131126	
00012817	-0.771766	-3.484115	-0.616965	-0.687579	-0.575509	-1.279002	-1.936398	5.960177	-0.660004	-0.807977	
00012818	-1.310021	-2.117735	-1.493367	-1.265750	-0.429695	-1.243691	0.746716	-1.468509	-0.895286	-0.545531	
00012819	-2.203282	0.522004	-2.154368	-0.998554	-1.575838	-2.105348	-1.055771	-0.326918	-1.644497	-1.240650	
00012820	-0.361244	-1.380120	-1.203784	2.659851	-1.552423	-2.715667	-1.017033	-2.184241	-0.854154	-0.901567	
00012821	-0.970084	0.018378	0.029338	-1.573966	-1.496644	-2.433720	-1.082037	-0.052803	-2.583982	-0.622923	
00012822	-1.589161	-2.777091	-1.043896	3.199149	-0.744611	-2.196759	-1.824206	-0.682000	-1.620761	-2.500752	
00012823	-1.562046	-1.995151	-2.470663	2.851322	-1.834542	-2.237769	-1.265551	-0.566007	-1.222780	-2.923780	
00012824	-1.375050	-2.470140	-2.265433	1.921042	-1.262423	-1.646596	-1.546018	-0.205743	-1.156984	-1.833995	
00012825	-1.225191	-1.100420	-0.505528	-1.068226	-0.385284	-0.124068	-1.812838	3.571643	-0.647337	-0.569522	
00012826	-1.606766	1.819191	-3.245846	-1.757080	-2.279620	-2.560446	-1.164432	-1.613826	-0.803502	-2.827327	
00012827	-1.390995	-1.263257	-0.675028	-1.088825	0.151144	-0.900080	-1.505985	-0.627611	-0.683550	-0.451521	
00012828	-1.256954	-1.785322	-0.502962	-1.057591	-0.239702	-1.526854	1.272461	-1.097515	-1.180936	-1.176098	
00012829	-1.711395	2.141444	-1.884645	-2.299845	-1.129684	-1.283527	-1.570583	-1.134425	-1.801940	-1.777357	
00012830	-1.357098	-0.723356	-0.216791	-1.776202	-0.731721	-0.075098	3.589130	-1.707706	-0.423527	-0.888817	
00012831	-1.018717	1.607140	-1.216099	-2.130963	-1.398390	-1.104534	-1.240822	-1.424884	-1.311239	-1.317648	
00012832	-2.090597	-1.859510	-1.137287	-0.892475	-0.292065	-0.841101	-2.720976	2.107274	-0.895745	-1.476142	
00012833	-1.549907	-1.697196	-2.025953	1.727357	-2.700382	-2.547990	-1.655750	0.120081	-2.295544	-1.800485	
00012834	-1.721506	-1.711282	-0.614953	-0.838166	-0.661693	-1.169817	-0.876584	1.933773	-1.070080	-1.036342	
00012835	-1.163032	-1.444162	-1.606792	-1.005414	-0.847117	-0.909839	0.388758	-0.067115	-1.341823	-1.376780	
00012836	-1.537056	-1.545138	-1.332523	0.868570	-1.472359	-1.406987	-1.269275	-0.268854	-2.103395	-1.488914	
00012837	-0.952129	-2.092500	-0.504848	0.178416	-1.310233	-1.708795	-0.608371	-0.182650	-1.494233	-1.044426	
00012838	-1.795035	-1.200901	-0.517997	-1.306202	-0.476573	0.347465	-1.094611	1.600494	-0.807119	-0.915435	
00012839	0.451804	-1.755918	-1.236350	-1.071645	-0.406278	-1.110213	-0.996483	0.834656	-0.566424	-1.678473	
00012840	-0.997439	-1.575892	-2.473555	-0.535488	-1.530402	-2.096282	-1.428296	0.969791	-0.980629	-2.499478	
00012841	-0.674762	-1.263698	-1.740815	0.386415	-1.217848	-1.301660	-1.235584	-0.005951	-1.054299	-1.296561	
00012842	-1.085857	-1.309488	-0.954897	-0.864171	-0.284416	-1.290950	-1.283904	-0.570900	-0.952216	-0.260324	
00012843	-1.045464	-1.817154	-2.062697	2.129364	-0.931780	-2.008108	-0.917947	-0.322717	-0.951976	-2.278950	
00012844	-1.294693	-0.770702	-1.708469	-0.477735	-0.846045	-1.528993	-1.763609	0.657541	-1.918428	-1.699512	
00012845	-1.308647	-1.502694	-0.845659	-1.242315	-0.502302	-1.146835	-0.951883	1.546834	-1.019915	-0.827152	
00012846	-3.093703	-0.169287	-1.410294	-1.587146	-1.624442	-1.463327	-0.286524	-1.049266	-1.257638	-1.535205	
00012847	-0.955330	-1.456943	-1.344911	-0.301166	-1.762074	-1.513818	-1.394928	0.065453	-0.803176	-1.888075	
00012848	-1.549465	-1.593651	-1.620753	1.019146	-1.702256	-1.253105	-2.157277	0.089253	-1.835765	-1.558239	
00012849	-1.813954	-1.615723	0.065793	-0.775771	-0.986411	-0.888451	-0.057442	-0.276949	-0.991499	-0.552982	
00012850	-1.349647	2.055093	-1.100881	-3.971177	-1.440862	-1.390553	-2.137685	-3.591490	-2.311713	-3.180011	
00012851	-1.785118	-1.536480	-0.937683	-0.885525	-0.559641	-0.831586	-1.230323	1.201899	-0.945086	-0.434449	
00012852	-1.960391	-1.774121	-0.897341	-1.357759	-0.221089	-1.255175	-0.686709	-0.161752	-0.623603	-0.718909	
00012853	-0.568216	-3.020006	-1.295522	-0.584956	-1.231501	-1.603788	-1.993238	0.935759	-1.321839	-2.115168	
00012854	-1.526095	-2.554244	-1.403196	-0.941504	-1.501726	-2.740166	1.021974	-0.122275	-1.926306	-1.299591	
00012855	-0.887436	-1.596282	-0.578176	-0.672314	-0.329174	-0.929024	-1.135867	1.732896	-0.775401	-1.116417	
00012856	-1.500044	-1.404430	-0.647174	-1.362302	-0.788471	-0.903622	-0.964589	2.114019	-0.818379	-0.789520	
00012857	-1.272089	-1.582983	-1.154483	-0.650296	-1.597192	-1.356390	-0.717527	1.119489	-1.141722	-1.154923	
00012858	-1.668846	-0.716686	-1.164629	-1.394620	-1.260629	-1.503782	0.012673	-0.325022	-1.184563	-1.338149	
00012859	-1.512792	-2.263337	-2.439608	2.312902	-1.687149	-1.658358	-2.188991	-0.496344	-2.182126	-2.385883	
00012860	-0.826653	-1.142402	-0.719108	-0.775942	-0.076154	-0.856357	-1.192953	-0.367679	-0.514363	-0.495013	
00012861	-1.554595	-1.625645	-1.008792	-1.321683	-0.813197	-1.119599	-1.456020	2.208287	-1.644238	-0.823397	
00012862	-1.307196	-1.249003	-0.865835	-1.157130	0.198167	-0.312232	-1.394499	1.265766	-0.487237	-1.344146	
00012863	-1.192688	-0.986680	-1.066525	-0.942370	-0.803653	-1.056340	-0.123570	-0.558392	-0.266083	-1.477511	
00012864	-1.100058	-1.316789	0.452501	-0.926381	-0.314359	-0.688723	-0.921566	0.125118	-0.743059	-0.618414	
00012865	-1.489348	-1.767748	-0.875644	-0.698345	-1.163051	-0.729380	0.161840	-0.921973	-0.721021	-0.938256	
00012866	-1.313254	-1.342929	-0.756101	-1.592190	-1.810656	-1.192107	-2.521152	3.071993	-1.014586	-1.215515	
00012867	-0.985130	-0.976668	-0.862314	-1.063510	-0.721232	-1.100076	-0.999192	0.790128	-0.819571	-1.149365	
00012868	-1.681941	-2.258628	-1.955053	-2.302807	-1.714046	-1.555496	2.217360	0.463648	-1.839078	-0.898699	
00012869	-1.212311	-1.233509	0.356745	-1.399390	0.049902	1.746564	-1.505123	-0.575552	-1.513307	-1.001299	
00012870	-0.729412	-1.881389	-1.605017	0.039792	-2.153929	-1.488829	-2.119821	0.788540	-2.982042	-2.435806	
00012871	-1.196605	1.431271	-1.483300	-2.954251	-0.828634	-0.962509	-1.040380	-1.893711	-1.639824	-0.951209	
00012872	-0.700693	-1.720535	-1.032378	-0.903586	-0.074087	-0.875190	-1.051760	-0.508663	-0.954801	-1.131808	
00012873	0.121711	-3.234870	-1.542197	-0.699655	-1.027985	-1.945234	-1.641266	1.591451	-1.085728	-2.146452	
00012874	-0.857232	-1.359803	-1.110555	-0.295642	-0.982845	-1.353740	-0.815352	0.665784	-0.973246	-1.524444	
00012875	-1.151817	-1.343789	-0.618544	-1.254079	-0.702990	-1.107540	-0.860338	2.228797	-1.109638	-0.625518	
00012876	-1.095533	-1.206918	-0.535978	-1.342374	0.373926	-0.740208	-1.294922	0.289023	-0.902180	-0.545521	
00012877	2.451302	-2.399018	-1.225364	-0.823798	-2.204668	-3.344074	-1.984461	1.087574	-1.088595	-2.705462	
00012878	-3.489661	-1.833598	-2.666078	2.415994	-1.668733	-1.616808	-1.573256	-0.339255	-1.548161	-2.371742	
00012879	-1.154480	-1.337153	-1.058626	-1.347547	-1.106532	-1.135291	0.033299	-0.648620	-1.013036	-1.096007	
00012880	-1.012584	-1.715932	-1.151292	0.351901	-0.958690	-1.038084	-1.190327	0.332423	-1.964773	-1.534373	
00012881	-1.624737	-1.808172	-1.461839	-1.379763	-0.137639	-0.889271	-1.162336	-0.595491	-0.798362	0.204680	
00012882	-1.910075	-0.873671	-0.590745	-1.272405	-0.859425	-0.724393	-1.086044	-0.744698	-1.096054	-1.686527	
00012883	-1.485349	-0.668937	-1.239666	-1.254327	-1.666981	-1.471683	0.343018	-0.792310	-1.353848	-1.204168	
00012884	-1.831025	0.095409	-1.330756	-0.783896	-1.724936	-1.414455	-1.161193	0.059724	-0.760960	-1.507684	
00012885	-1.371480	-1.099650	-1.388693	-0.965280	-0.106690	-0.900142	-0.692305	-1.019253	-0.214225	-0.592395	
00012886	-1.290203	-1.492210	-1.570632	2.636836	-2.838981	-2.306644	-1.366293	-0.394724	-2.368977	-2.295429	
00012887	-1.078516	-1.141952	-1.449004	-1.310048	-0.908273	-1.249825	-0.263645	1.182366	-1.385646	-1.277607	
00012888	-1.516868	-1.399591	-0.739482	-0.986897	-0.497262	-1.224020	-0.359133	1.619965	-1.096506	-0.447196	
00012889	-1.354349	-1.612259	-1.668890	2.532392	-2.313113	-2.694199	-1.891786	-0.636169	-1.777777	-2.191620	
00012890	-0.774210	-1.016706	-0.800231	-1.119024	-0.213355	-0.443003	-1.312765	2.937895	-0.772322	-1.043075	
00012891	-1.828976	-2.417485	-1.415299	-1.296046	-1.355466	-1.383946	0.030946	-0.765463	-0.433970	-0.158570	
00012892	-1.137255	-1.106263	-0.812427	-1.012770	-3.892564	-1.917561	-2.129459	0.799616	-0.901542	-3.324606	
00012893	-1.220279	-1.484254	-0.352357	-1.144935	-1.053517	-0.585280	-1.172612	0.870419	-1.142782	-0.984708	
00012894	-1.575724	-1.312814	-0.664326	-1.158521	-0.934775	-0.991795	-0.616127	1.920675	-1.127172	-0.586882	
00012895	-0.867110	-0.934631	-1.061150	-0.050332	-0.969479	-1.060501	-1.554230	-0.253434	-1.341079	-1.450791	
00012896	-1.225532	-1.880694	-0.748447	-1.704476	1.345469	1.548627	-1.721872	0.157426	-0.286796	-1.191782	
00012897	-1.050588	-1.711048	-1.101208	-1.456015	1.516766	-0.251390	-1.542984	-0.791558	-0.497742	-0.465245	
00012898	-1.480103	-1.433276	-1.542733	-1.407815	-1.371636	-1.437241	1.043397	-0.622421	-1.490562	-1.081845	
00012899	-1.247960	-4.243753	0.086759	-0.423045	-1.009880	-2.854090	3.328282	-0.319922	-1.297146	0.854624	
00012900	-1.479940	-1.504595	-0.527209	-1.315779	0.950707	-0.833338	-1.404763	-0.914013	-1.022857	-1.041986	
00012901	-1.126555	-1.102050	-1.118319	-0.713999	-1.508565	-1.559804	-1.464768	0.249275	-2.030497	-1.639272	
00012902	-1.130632	-1.564551	-1.481268	2.355168	-2.270932	-2.561845	-1.956624	-0.573409	-1.624532	-2.443215	
00012903	-1.118676	0.865495	-1.507825	-1.309519	-2.249952	-2.208606	-0.116892	-2.527448	-1.186972	-1.577068	
00012904	-0.643365	-1.381898	-1.109600	-0.921958	-0.777825	-1.403174	-1.443224	1.709829	-1.196351	-1.882625	
00012905	-0.663658	-0.401903	-1.717841	-1.656706	0.350894	-0.367137	-0.306911	-0.218646	-0.216518	0.112578	
00012906	-1.203037	-1.563397	-0.495707	-1.083208	-1.077711	-0.650957	-1.670352	3.935336	-1.042254	-0.615066	
00012907	-0.616692	-1.493743	-0.970490	0.243004	-0.775363	-1.380496	-0.987457	0.670650	-1.071748	-1.071228	
00012908	-1.025565	-1.389149	-0.172601	-1.376147	-1.340576	-0.964511	-1.536557	4.935765	-1.204505	-0.075146	
00012909	-1.551359	-1.094191	-0.668150	-1.033069	-0.787745	-1.119879	-0.697342	0.214066	-0.384303	-1.047248	
00012910	-2.108714	-1.292772	-1.630166	-1.179344	-2.950045	-2.433512	-0.732103	3.164840	-3.476857	-1.672848	
00012911	1.535634	-1.406903	-1.619760	0.034452	-1.427573	-2.059190	-1.579850	1.186430	-0.746933	-1.387791	
00012912	-1.662251	-2.503772	-1.418428	-1.081162	-0.757265	-1.220718	-1.450077	-2.662852	2.921953	-1.837166	
00012913	-1.265792	-1.694486	-2.423938	-0.087568	-2.645480	-1.736188	-2.510429	0.583149	-3.717838	-2.413605	
00012914	-2.713844	-1.578131	-1.752278	-1.404462	-1.181551	-0.975412	1.132276	-1.127196	-1.675825	-0.976954	
00012915	-1.448017	-1.755190	-0.844089	-2.051547	1.649256	0.229878	-1.735306	-1.816391	-0.936171	-0.913328	
00012916	-1.029249	0.734024	-0.924406	-1.787768	-0.823498	-2.715800	-1.676576	-0.581769	-0.822987	-0.762398	
00012917	-1.102931	-1.442166	0.361686	-1.169636	-0.490899	-1.030002	-0.964630	0.930403	-0.618094	-0.645871	
00012918	-0.973055	-1.765660	-2.080124	0.333393	-1.663373	-2.071190	-1.482393	0.016137	-1.274422	-2.637701	
00012919	-2.059071	-1.615161	-0.801179	-1.293852	-1.054827	-0.887355	-1.645986	2.703920	-1.678237	-1.493033	
00012920	-1.439924	-0.985919	-0.962396	-1.215119	-0.494201	-1.129590	-1.306278	1.420691	-0.775074	-0.841771	
00012921	-0.603353	-1.035382	-1.181843	-1.204815	-0.999432	-0.901605	-1.187662	0.216186	-0.743907	-1.050334	
00012922	-1.733296	-3.002753	-1.290275	-0.910437	-2.214760	-1.597147	-1.478677	0.947655	-0.890394	-1.996299	
00012923	-1.619839	-1.655329	-1.030113	-1.615530	-1.108228	-0.958037	0.698223	-0.982117	-1.023445	-1.036874	
00012924	-1.277183	-1.536836	-0.468610	-1.034436	0.066756	0.022860	-0.804934	1.178305	-0.860721	-0.968917	
00012925	-1.758732	-1.520613	-0.932201	-1.581451	-0.910758	-1.571865	1.022109	-0.045053	-1.469468	-0.708140	
00012926	-1.680377	-2.860436	-2.645896	-1.218076	-1.116626	-1.641700	1.746531	-0.845467	-1.214807	-0.638294	
00012927	-0.715099	-1.437563	-0.751369	-1.287116	-0.041907	-0.992021	-1.183778	-0.443892	-1.052404	-1.437897	
00012928	-1.135747	-1.120223	-0.658327	-1.118471	-0.934144	-1.068659	-1.126044	0.933262	-0.949420	-0.851574	
00012929	-2.496096	-1.584220	-0.948673	-0.817178	-2.515821	-1.771842	-1.564562	2.347463	-2.067166	-2.113921	
00012930	-0.298933	-1.142379	0.072162	-1.091131	-0.838334	-1.209579	-1.840803	-0.380209	-0.930118	-1.650561	
00012931	-0.952834	-1.414026	-1.003530	-1.367539	-0.306983	-0.913497	-0.934902	-0.286365	-0.726261	-0.739430	
00012932	-1.175998	-0.704683	-0.790284	-1.243614	-1.065793	-1.368086	-0.220107	0.674827	-0.942582	-1.243007	
00012933	-2.153198	-2.342318	-1.842251	-1.332820	-1.308345	-2.018788	0.380419	0.245515	-1.518657	-2.367827	
00012934	-1.501216	-1.761381	-1.381755	0.641894	-2.157946	-1.438547	-1.974601	-0.107882	-1.589855	-2.736517	
00012935	-0.880447	-0.630468	-1.273257	-0.702291	-1.253374	-1.198257	-0.192531	-0.387443	-1.392241	-1.104988	
00012936	-2.069383	-0.202505	-0.893222	-1.171863	-1.519407	-1.579507	-1.059730	0.028679	-0.963504	-1.541535	
00012937	-0.986651	-2.571477	-0.596599	-0.847924	-0.566022	-1.164146	-1.646895	3.604423	-1.322109	-0.427821	
00012938	-1.560382	-1.762398	-2.032536	1.455384	-1.928760	-2.252501	-1.654641	-0.163153	-1.574674	-1.877941	
00012939	-1.568351	-2.240623	-1.765050	-1.173749	-0.920358	-1.681721	1.575078	-1.186646	-1.534902	-1.335012	
00012940	-0.918748	-0.910674	-1.238519	-1.457948	-1.385574	-1.186397	0.098339	-0.018928	-1.066081	-1.562150	
00012941	-1.471898	-1.180660	-1.031571	-1.532319	-0.738576	-1.102063	0.757947	-0.581467	-1.226798	-1.261657	
00012942	-1.073660	-1.934755	-1.966198	1.284578	-2.328114	-1.661812	-1.808076	0.027705	-2.307414	-2.066578	
00012943	-1.663031	-2.131829	-1.054433	2.608587	-1.165694	-2.870573	-1.697402	-0.630168	-0.283437	-0.623672	
00012944	-1.871291	-0.981836	-3.493463	2.967334	-1.816254	-1.928926	-2.115614	-0.725580	-1.733863	-3.891601	
00012945	-1.774648	-1.449454	-0.644727	-0.785039	-1.681395	-1.609684	-0.890170	2.622746	-0.964504	0.237477	
00012946	-1.385675	-1.742556	-0.502974	-0.900658	-0.509618	-0.694259	-0.823761	1.343470	-0.809893	-0.689803	
00012947	-1.590441	-1.469445	-0.742763	-1.115182	0.123570	-0.479845	-1.145757	0.577301	-0.852334	-0.772265	
00012948	-1.533797	-3.495629	-1.036366	-1.468896	-0.937853	-1.253000	-1.560837	3.989345	-1.605662	-0.228221	
00012949	-1.006807	2.482393	-1.389567	-0.874446	-1.539519	-1.823604	-1.439163	-1.487943	-1.416676	-0.938418	
00012950	-1.057787	-2.631485	-1.050695	0.533140	-1.239501	-1.040702	-1.439854	0.798920	-1.433620	-1.390184	
00012951	-0.410166	-1.452514	-0.936017	-0.449928	-0.411685	-1.248326	-1.043756	0.768905	-0.611573	-0.921852	
00012952	-0.888598	-1.125284	-0.737718	-1.003243	-0.814531	-1.444839	-1.360699	2.694368	-0.842295	-0.694355	
00012953	-1.280429	-2.194921	-1.843288	-1.039389	-0.922677	-1.674948	0.462621	0.103385	-1.052582	-1.128967	
00012954	-1.074360	-1.119058	-0.096858	-0.741779	-0.645165	-1.351942	-1.256558	-1.622284	-0.830274	-0.597620	
00012955	-1.187458	-0.950204	-1.423556	-0.687966	-1.173148	-2.068903	-1.352276	0.621789	-0.789649	-0.511403	
00012956	-1.198253	-1.756441	-1.555719	0.085542	-1.603072	-2.602701	-1.493714	0.357140	-1.455652	-2.034182	
00012957	-1.386928	-2.052407	0.121986	-2.266692	-0.588347	-1.091813	-1.388285	0.390463	-1.246666	-1.095771	
00012958	-1.345256	-1.627677	-0.767288	-1.872143	-0.634962	-1.037646	-1.760662	4.173408	-1.329211	-0.984568	
00012959	1.047043	-2.299013	-1.835589	-0.877763	-0.702833	-1.677221	-0.156142	0.996384	-2.139424	-0.495026	
00012960	0.789413	-1.193011	-0.449322	-2.522274	-3.217461	-1.511282	-1.735217	0.796243	-1.874477	-3.534472	
00012961	-1.878959	-0.767534	-0.970101	-0.644507	-1.637028	-1.197339	-0.551852	-0.252762	-0.777273	-1.104010	
00012962	-1.126251	-2.184353	-0.712208	-1.077205	-0.038507	-1.167034	-0.865735	0.137257	-0.733388	-0.084232	
00012963	-1.779685	-1.336815	-0.956484	0.711845	-0.694707	-0.203325	-1.590478	-0.161645	-0.888123	-0.862650	
00012964	-1.238032	-1.682390	-0.668665	-1.325076	-0.540366	-0.377444	-0.669437	0.942365	-0.895254	-0.537395	
00012965	-1.355085	-1.216569	-1.791255	-0.546158	-1.298448	-1.468828	-1.771688	0.132875	-1.349823	-2.015409	
00012966	-0.947846	-1.618600	-1.570911	0.516406	-1.666255	-1.425748	-1.161317	0.307868	-1.417423	-2.174740	
00012967	-0.901036	-1.499834	-1.752185	0.018199	-1.061102	-1.806237	-1.037975	0.043517	-0.798332	-1.285876	
00012968	-0.435507	0.889138	-0.753586	-0.857937	-1.987127	-1.270830	-1.839269	-2.305711	0.526334	-1.319074	
00012969	-0.853655	-0.938166	-2.011578	0.551583	-1.364765	-1.154845	-1.430738	-0.107292	-1.558702	-2.608990	
00012970	-1.168098	-1.357110	-0.432717	-1.356454	0.284546	-0.872062	-1.078123	0.578855	-0.796729	-0.498641	
00012971	-0.203123	-2.488286	0.434152	-0.060167	-1.012189	-1.341640	-0.740681	0.589786	-1.245353	-1.027031	
00012972	-1.511352	-1.821073	-0.956751	-1.228969	-0.886901	-1.214263	-0.199188	0.316453	-0.914723	-0.793720	
00012973	-1.457519	-1.703955	-2.280192	1.876010	-2.063224	-2.028828	-1.817521	-0.221118	-2.044185	-2.326477	
00012974	-0.955548	-0.968081	-1.011743	-1.060426	-0.851194	-1.351600	-1.015071	0.342119	-1.087654	-1.185677	
00012975	-0.582010	-1.057612	-1.248011	-0.727709	-1.369695	-0.957112	-1.934575	1.707346	-1.432845	-1.590742	
00012976	-1.425899	-1.324553	-1.066764	-1.485427	0.203291	-0.845347	-1.178953	-0.625490	-0.940288	-0.568890	
00012977	-1.444698	-1.540152	-1.004756	-0.991747	-1.117381	-1.123629	-1.958304	3.273865	-0.941653	-1.479590	
00012978	-1.587447	-0.986333	-1.496061	0.543816	-1.644688	-1.861839	-2.036716	-0.203174	-2.042543	-1.616974	
00012979	-1.247241	-1.571471	-0.568812	-1.050739	-0.155777	-1.003854	-1.385092	2.086841	-1.101911	-0.905389	
00012980	-1.342976	-0.983122	-1.102895	-0.930925	-1.728541	-1.497084	-0.137455	1.427359	-1.187015	-1.056213	
00012981	-4.903345	1.177226	-1.682337	-1.456177	-2.007191	-1.207512	-1.146248	-1.345464	-1.066825	-1.586897	
00012982	-1.457262	-1.641777	-0.769500	-1.232088	-0.228376	-0.785364	-1.015484	-0.709217	-0.678024	-0.181305	
00012983	-1.535549	-1.768233	-1.387872	-1.094356	-0.697467	-1.237672	0.649481	-0.227207	-1.146193	-0.830036	
00012984	0.052418	-3.192332	-1.230837	-0.483541	-1.176828	-2.041773	-1.556492	0.419390	-0.958606	-1.689878	
00012985	-0.764561	-1.258644	-1.103009	-1.014829	-0.765101	-1.847597	-1.101895	0.468600	-0.643645	-0.620585	
00012986	-0.445315	-0.026898	-1.514376	-0.914709	-0.961816	-0.917092	-0.082276	-1.429387	-0.966660	-2.357917	
00012987	-1.007471	-1.314423	-2.439523	0.114906	-1.373831	-0.772504	-1.282673	-0.082538	-0.881801	-1.927300	
00012988	-1.523454	-0.882182	-1.950206	-1.313668	-1.887192	-1.302192	0.904552	-1.678332	-1.500534	-1.746711	
00012989	1.476435	-3.522021	-0.911175	-0.903717	-1.102784	-1.778699	-2.645569	0.219228	-0.883054	-2.546709	
00012990	-2.336197	-0.206066	-1.749375	-2.264782	-2.350123	-1.404809	-0.168899	0.993319	-1.169430	-1.428047	
00012991	-1.387674	-1.174946	0.926826	-1.066404	-0.791744	-0.183729	-1.591724	0.767808	-0.522492	-0.668459	
00012992	-1.613261	-0.971455	-1.584612	-0.947325	-1.570946	-1.798796	-1.871401	0.868912	-1.407609	-1.484196	
00012993	-1.264729	-1.160755	-0.555596	-1.010118	0.733383	1.233973	-0.873428	0.185385	0.309954	-0.305524	
00012994	-2.431334	-3.123242	-2.556451	-2.712540	5.020558	-1.944899	-2.423845	-2.196227	-0.078401	-0.955660	
00012995	-1.035609	-1.694319	-0.915708	-0.682917	-0.641692	-1.449381	-0.868008	2.581532	-1.036509	-0.825771	
00012996	-1.560509	-1.705366	-1.429947	-0.033909	-3.836417	-3.524589	-1.548006	2.010323	-1.704725	-2.241538	
00012997	-1.691050	-1.930228	-0.662590	-1.055551	1.005059	-0.290878	-1.417204	-0.559221	-0.455316	-0.779727	
00012998	-1.417421	-1.825926	-2.486194	-0.075927	-3.087769	-1.913241	-2.569826	0.683067	-4.144038	-3.166717	
00012999	-1.097869	-1.924550	-1.487391	-0.915570	-3.256031	-2.641618	-1.145874	1.317119	-1.481044	-1.281596	
00013000	-0.711528	-0.962140	-0.640254	-0.594499	-0.392420	-1.107192	-1.179895	-0.740341	-0.641196	-1.178051	
00013001	-1.671545	-1.383786	0.101144	-1.441156	0.390763	2.046156	-1.220336	0.444268	-0.544342	-0.871191	
00013002	-0.642371	-1.204323	-0.655809	-0.722494	-0.508335	-1.225561	-1.026016	0.697905	-0.792551	-1.079144	
00013003	-1.538935	-0.488570	-0.235006	-0.717619	-0.359292	-0.846205	-1.020214	-1.149647	-1.179682	-0.672150	
00013004	-1.526790	-1.802878	-1.124181	-1.075472	-0.593573	-0.947768	-1.809744	1.950832	-1.200483	-1.187692	
00013005	-1.335218	-2.268049	-1.925857	-0.369941	-1.142606	-2.471762	-1.058505	1.167288	-0.900491	-2.884135	
00013006	-1.519563	-0.816828	0.029505	-1.257106	-0.991660	0.194971	-0.657255	-0.066524	-0.202233	-1.281728	
00013007	-1.760499	-1.773930	-0.531613	-1.168617	-0.969682	-0.890177	-2.018488	1.688271	-1.273011	-0.886292	
00013008	-1.108989	-1.522309	-0.516253	-1.472894	-1.222299	-0.966080	1.221779	-0.442318	-1.357607	-0.842299	
00013009	-1.087507	-1.324037	-0.390357	-1.506145	0.243457	0.363995	-0.822505	-1.168693	0.687528	-0.757847	
00013010	-2.175005	-3.158188	-1.634973	-1.215275	0.747655	-1.457821	-1.633753	-1.268302	-0.469006	1.002850	
00013011	0.464324	-2.834151	-0.620090	-1.958913	-1.543839	-1.056914	-3.766057	4.095780	0.301904	-2.141360	
00013012	-1.322703	-1.304799	-1.102127	-0.586261	-0.396325	-0.276278	-0.853723	0.325280	-0.885088	-1.180324	
00013013	-1.393321	-1.637048	-1.071727	-1.716267	-0.138821	-0.958336	-1.225868	0.154360	-0.626487	-0.567632	
00013014	-0.774745	-0.271833	-2.003703	-2.751987	-1.030005	-2.194396	-1.499869	1.497264	-1.712695	-1.158078	
00013015	-0.035469	-1.092787	-1.968156	-0.655322	-2.267579	-1.413271	1.792194	1.442143	-1.045743	-1.539307	
